City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Pamyat Parizhskoy Kommuny,RU,2021-07-29 06:32:17,56.1048,44.4952,64.35,77,100,5.39
293,Bukama,CD,2021-07-29 06:32:18,-9.2,25.85,78.3,24,0,3.04
294,Abhar,IR,2021-07-29 06:32:18,36.1468,49.218,66.02,76,98,9.84
295,Gainesville,US,2021-07-29 06:29:35,29.6516,-82.3248,74.91,91,1,0.0
296,Adrar,MR,2021-07-29 06:32:19,20.5022,-10.0711,84.15,37,100,14.81
297,Pecos,US,2021-07-29 06:32:20,31.4229,-103.4932,74.82,78,1,4.61
298,Muisne,EC,2021-07-29 06:32:20,0.6,-80.0333,75.81,88,100,10.63
299,Mackay,AU,2021-07-29 06:32:21,-21.15,149.2,84.69,61,16,14.97
300,Grindavik,IS,2021-07-29 06:32:21,63.8424,-22.4338,54.9,93,0,9.22
301,Ambovombe,MG,2021-07-29 06:32:22,-25.1667,46.0833,71.22,69,0,11.65
302,Boden,SE,2021-07-29 06:32:22,65.8252,21.6886,71.6,52,7,6.58
303,Ondangwa,NA,2021-07-29 06:32:22,-17.9167,15.95,46.4,53,5,3.44
304,Biritiba-Mirim,BR,2021-07-29 06:32:23,-23.5698,-46.0407,49.06,86,31,3.38
305,Mosquera,CO,2021-07-29 06:32:23,4.7059,-74.2302,55.49,82,75,3.44
306,Campoverde,PE,2021-07-29 06:32:24,-8.4753,-74.8058,69.67,99,39,4.72
307,Ailigandi,PA,2021-07-29 06:32:25,9.2333,-78.0167,79.86,85,100,7.09
308,Shihezi,CN,2021-07-29 06:32:25,44.3,86.0333,93.88,16,0,12.21
309,Kopervik,NO,2021-07-29 06:32:25,59.2835,5.3067,60.94,88,75,6.91
310,Dunkirk,FR,2021-07-29 06:32:26,51.05,2.3667,61.14,82,89,1.99
311,Airai,TL,2021-07-29 06:32:26,-8.9266,125.4092,74.95,38,1,4.45
312,Nouadhibou,MR,2021-07-29 06:32:27,20.931,-17.0347,66.18,94,40,10.36
313,Brae,GB,2021-07-29 06:32:27,60.3964,-1.353,57.34,98,100,7.0
314,Vertou,FR,2021-07-29 06:32:28,47.1687,-1.4693,60.06,94,90,2.3
315,Tessalit,ML,2021-07-29 06:32:28,20.1986,1.0114,87.66,40,6,14.63
316,Plettenberg Bay,ZA,2021-07-29 06:32:29,-34.0527,23.3716,58.62,53,22,8.84
317,Pavilosta,LV,2021-07-29 06:32:29,56.8879,21.1859,71.55,69,6,14.38
318,Magadan,RU,2021-07-29 06:32:30,59.5667,150.8,52.79,71,100,5.91
319,Adolfo Lopez Mateos,MX,2021-07-29 06:30:17,28.4667,-107.3,63.05,53,94,3.2
320,Darab,IR,2021-07-29 06:32:31,28.7519,54.5444,97.32,8,61,10.65
321,Palmer,US,2021-07-29 06:32:31,42.1584,-72.3287,66.47,85,90,0.0
322,Payakumbuh,ID,2021-07-29 06:32:31,-0.2202,100.6308,88.18,51,68,4.63
323,Batagay,RU,2021-07-29 06:32:32,67.6333,134.6333,65.03,32,17,5.77
324,San Quintin,MX,2021-07-29 06:32:32,30.4833,-115.95,68.65,85,0,11.03
325,Kyshtovka,RU,2021-07-29 06:32:33,56.555,76.6271,64.85,50,10,13.85
326,Wismar,DE,2021-07-29 06:32:33,53.9,11.4667,64.54,76,81,8.01
327,Monticello,US,2021-07-29 06:32:34,45.3055,-93.7941,81.68,81,1,11.5
328,Padang,ID,2021-07-29 06:31:45,-0.9492,100.3543,78.85,69,34,6.26
329,Yumen,CN,2021-07-29 06:32:34,40.2833,97.2,95.72,10,0,17.85
330,Poum,NC,2021-07-29 06:32:35,-20.2333,164.0167,73.42,65,34,11.61
331,Shingu,JP,2021-07-29 06:32:35,33.7333,135.9833,86.92,78,52,5.79
332,Manokwari,ID,2021-07-29 06:32:36,-0.8667,134.0833,83.88,70,36,5.41
333,Wundanyi,KE,2021-07-29 06:32:36,-3.4019,38.364,65.88,51,14,8.79
334,Magistralnyy,RU,2021-07-29 06:32:36,56.1725,107.4458,87.12,31,22,5.53
335,Chunhuhub,MX,2021-07-29 06:32:37,19.55,-88.6833,71.87,100,98,2.17
336,Abu Dhabi,AE,2021-07-29 06:29:18,24.4667,54.3667,105.91,32,0,4.61
337,Borgarnes,IS,2021-07-29 06:32:38,64.5383,-21.9206,51.85,85,100,9.95
338,Hirara,JP,2021-07-29 06:32:38,24.8,125.2833,88.07,74,40,6.91
339,Deep River,CA,2021-07-29 06:32:38,46.1001,-77.4995,62.35,81,85,2.64
340,Taoudenni,ML,2021-07-29 06:32:39,22.6783,-3.9836,96.35,27,94,10.11
341,Solnechnyy,RU,2021-07-29 06:32:39,50.7214,136.6319,81.59,79,100,1.92
342,Banyo,CM,2021-07-29 06:32:40,6.75,11.8167,66.65,78,100,2.62
343,Ilam,NP,2021-07-29 06:32:40,26.9167,87.9167,76.8,86,100,5.41
344,Guanica,PR,2021-07-29 06:32:41,17.9716,-66.908,80.02,75,3,3.0
345,Tucurui,BR,2021-07-29 06:32:42,-3.7661,-49.6725,76.41,75,94,3.87
346,Alghero,IT,2021-07-29 06:32:42,40.5589,8.3181,89.98,83,0,5.75
347,Ozernovskiy,RU,2021-07-29 06:32:43,51.5,156.5167,56.07,97,100,2.3
348,Emba,KZ,2021-07-29 06:32:43,48.8264,58.1442,82.96,25,0,11.88
349,Chake Chake,TZ,2021-07-29 06:32:44,-5.2459,39.7666,79.21,67,1,13.76
350,Talnakh,RU,2021-07-29 06:32:44,69.4865,88.3972,65.61,53,99,5.7
351,Sur,OM,2021-07-29 06:32:45,22.5667,59.5289,101.93,35,45,11.1
352,Yar-Sale,RU,2021-07-29 06:32:45,66.8333,70.8333,61.43,50,100,9.19
353,Klaksvik,FO,2021-07-29 06:32:46,62.2266,-6.589,52.72,98,99,9.48
354,Acurenam,GQ,2021-07-29 06:32:46,1.0322,10.6488,69.28,86,100,2.77
355,Qui Nhon,VN,2021-07-29 06:32:46,13.7667,109.2333,96.39,47,39,17.2
356,Strezhevoy,RU,2021-07-29 06:32:47,60.7333,77.5889,53.58,96,100,12.21
357,Provins,FR,2021-07-29 06:32:47,48.5833,3.1667,60.35,77,0,10.69
358,Presidente Epitacio,BR,2021-07-29 06:32:47,-21.7633,-52.1156,39.67,56,20,6.6
359,Neon Soulion,GR,2021-07-29 06:32:48,41.1,23.65,83.71,23,0,1.03
360,Champasak,LA,2021-07-29 06:32:48,14.75,106.0,90.48,82,100,5.12
361,Ruwi,OM,2021-07-29 06:32:49,23.5996,58.5507,110.89,42,93,3.11
362,Potiskum,NG,2021-07-29 06:32:49,11.7091,11.0694,72.95,84,95,10.0
363,Lata,PT,2021-07-29 06:32:49,40.1629,-8.3327,59.92,78,1,0.65
364,Puerto Cabello,VE,2021-07-29 06:32:50,10.4731,-68.0125,79.2,79,100,6.67
365,Sioux Lookout,CA,2021-07-29 06:32:51,50.1001,-91.917,66.58,63,40,11.5
366,Luwingu,ZM,2021-07-29 06:32:51,-10.2621,29.9271,63.84,39,0,7.02
367,Golkoy,TR,2021-07-29 06:32:51,40.6875,37.6178,71.01,78,76,2.91
368,Port Hawkesbury,CA,2021-07-29 06:32:52,45.6169,-61.3485,58.59,99,1,1.99
369,Zhanakorgan,KZ,2021-07-29 06:32:52,43.9098,67.2495,94.55,13,14,14.12
370,Kurya,RU,2021-07-29 06:32:53,51.6003,82.2888,72.3,37,100,9.13
371,Miles City,US,2021-07-29 06:32:53,46.4083,-105.8406,70.77,46,1,3.44
372,Kjollefjord,NO,2021-07-29 06:32:53,70.9457,27.3465,46.45,82,97,8.14
373,Jieshi,CN,2021-07-29 06:32:54,22.8134,115.8257,90.95,76,100,13.78
374,Ngorongoro,TZ,2021-07-29 06:32:54,-3.2397,35.4875,53.78,67,88,7.18
375,Almelo,NL,2021-07-29 06:32:55,52.3567,6.6625,62.46,84,23,19.1
376,Khani,GE,2021-07-29 06:32:55,41.9563,42.9566,71.17,75,81,3.8
377,Maceio,BR,2021-07-29 06:31:38,-9.6658,-35.7353,69.24,94,0,3.44
378,Santa Fe,AR,2021-07-29 06:32:55,-31.6333,-60.7,42.01,65,0,1.01
379,Santiago,CL,2021-07-29 06:32:56,-33.4569,-70.6483,55.29,36,0,0.0
380,Berlevag,NO,2021-07-29 06:32:56,70.8578,29.0864,44.55,93,75,9.22
381,Paita,PE,2021-07-29 06:32:57,-5.0892,-81.1144,66.07,87,43,8.93
382,Pochutla,MX,2021-07-29 06:32:57,15.7432,-96.4661,78.82,90,93,4.65
383,Escuintla,GT,2021-07-29 06:32:57,14.305,-90.785,77.68,91,100,4.5
384,Makakilo City,US,2021-07-29 06:32:58,21.3469,-158.0858,79.12,66,40,6.91
385,Entre Rios,BR,2021-07-29 06:32:58,-11.9419,-38.0844,66.02,99,30,2.35
386,Penticton,CA,2021-07-29 06:28:28,49.4806,-119.5858,80.49,28,40,9.22
387,Champerico,GT,2021-07-29 06:32:59,14.3,-91.9167,82.72,85,100,10.67
388,Lagoa Vermelha,BR,2021-07-29 06:32:59,-28.2086,-51.5258,32.05,74,100,7.16
389,Chimore,BO,2021-07-29 06:33:00,-16.9833,-65.1333,57.92,54,100,2.24
390,Korla,CN,2021-07-29 06:33:00,41.7597,86.1469,101.25,12,3,4.29
391,Grand Gaube,MU,2021-07-29 06:33:01,-20.0064,57.6608,74.37,66,98,11.01
392,Lichinga,MZ,2021-07-29 06:33:01,-13.3128,35.2406,51.89,100,75,13.8
393,Soledade,BR,2021-07-29 06:33:01,-28.8183,-52.5103,27.09,99,58,4.36
394,Xapuri,BR,2021-07-29 06:33:02,-10.6517,-68.5044,61.66,45,8,7.72
395,Katherine,AU,2021-07-29 06:33:02,-14.4667,132.2667,95.32,20,11,9.22
396,Kulhudhuffushi,MV,2021-07-29 06:33:03,6.6221,73.07,82.74,75,100,12.66
397,Yelizovo,RU,2021-07-29 06:33:03,53.1873,158.3805,62.74,88,75,11.18
398,Praya,CV,2021-07-29 06:29:12,14.9215,-23.5087,77.54,65,75,6.91
399,Krasnoselkup,RU,2021-07-29 06:33:04,65.7,82.4667,69.24,59,100,13.91
400,Rapid Valley,US,2021-07-29 06:33:04,44.0625,-103.1463,76.6,51,1,1.01
401,Port-Cartier,CA,2021-07-29 06:33:05,50.0334,-66.8654,55.74,70,100,7.83
402,Cedeno,CO,2021-07-29 06:33:05,7.0464,-72.1634,69.58,96,99,2.8
403,Anchorage,US,2021-07-29 06:32:29,61.2181,-149.9003,57.74,81,90,1.01
404,Vila Franca Do Campo,PT,2021-07-29 06:33:06,37.7167,-25.4333,68.41,85,55,7.9
405,Erding,DE,2021-07-29 06:33:06,48.306,11.9069,65.75,90,0,5.75
406,Vao,NC,2021-07-29 06:33:07,-22.6667,167.4833,70.39,70,12,15.17
407,Chistoye,RU,2021-07-29 06:33:07,56.5375,43.0045,64.0,87,100,8.37
408,Finnsnes,NO,2021-07-29 06:33:07,69.2296,17.9811,57.34,69,96,3.51
409,Pitimbu,BR,2021-07-29 06:33:08,-7.4706,-34.8086,72.19,85,14,8.1
410,Durgeli,RU,2021-07-29 06:33:08,42.667,47.2944,71.06,36,81,8.68
411,Alofi,NU,2021-07-29 06:33:08,-19.0595,-169.9187,69.69,94,41,4.61
412,Asfi,MA,2021-07-29 06:33:09,32.2994,-9.2372,68.97,88,58,13.98
413,Wuwei,CN,2021-07-29 06:33:09,37.9281,102.6414,94.66,10,5,10.36
414,Vanimo,PG,2021-07-29 06:33:10,-2.6741,141.3028,83.86,73,10,7.78
415,Thunder Bay,CA,2021-07-29 06:33:10,48.4001,-89.3168,66.18,94,75,5.75
416,Havelock,US,2021-07-29 06:33:10,34.8791,-76.9013,77.95,96,0,3.0
417,San Angelo,US,2021-07-29 06:28:38,31.4638,-100.437,76.96,81,1,3.44
418,Meulaboh,ID,2021-07-29 06:33:11,4.1363,96.1285,85.69,62,98,6.13
419,Kontagora,NG,2021-07-29 06:33:11,10.3999,5.4695,72.07,94,95,4.27
420,Baykit,RU,2021-07-29 06:33:12,61.67,96.37,77.5,61,100,3.62
421,Ramhormoz,IR,2021-07-29 06:33:12,31.28,49.6035,105.87,8,100,9.33
422,Sabang,ID,2021-07-29 06:33:13,5.8933,95.3214,83.7,75,100,25.86
423,Yaransk,RU,2021-07-29 06:33:13,57.3033,47.8861,73.35,51,88,8.99
424,Ushtobe,KZ,2021-07-29 06:33:13,45.2514,77.9838,86.86,13,5,14.43
425,Husavik,IS,2021-07-29 06:33:14,66.0449,-17.3389,46.31,98,100,5.19
426,Luderitz,NA,2021-07-29 06:33:14,-26.6481,15.1594,55.31,62,0,14.18
427,Olinda,BR,2021-07-29 06:33:14,-8.0089,-34.8553,71.33,83,40,2.3
428,Kolondieba,ML,2021-07-29 06:33:15,11.0882,-6.8926,71.56,96,100,6.49
429,Koflach,AT,2021-07-29 06:33:15,47.0667,15.0833,68.86,58,0,1.59
430,Angoche,MZ,2021-07-29 06:33:15,-16.2325,39.9086,76.33,54,0,8.68
431,Camacha,PT,2021-07-29 06:33:16,33.0833,-16.3333,67.42,73,40,12.66
432,Beaufort,MY,2021-07-29 06:33:16,5.3473,115.7455,89.76,62,100,2.33
433,Qaqortoq,GL,2021-07-29 06:33:17,60.7167,-46.0333,46.9,95,100,0.27
434,Wanning,CN,2021-07-29 06:33:17,18.8003,110.3967,87.39,77,100,9.98
435,Yangambi,CD,2021-07-29 06:33:17,0.8102,24.4336,81.48,59,92,2.73
436,Ginda,IN,2021-07-29 06:33:18,30.6945,78.4932,74.19,82,100,4.25
437,Awjilah,LY,2021-07-29 06:33:18,29.1081,21.2869,86.05,38,0,8.99
438,Ocampo,MX,2021-07-29 06:33:19,21.65,-101.5,54.79,93,100,6.71
439,North Bend,US,2021-07-29 06:29:51,43.4065,-124.2243,57.92,99,75,5.75
440,Lovozero,RU,2021-07-29 06:33:19,68.005,35.0117,50.7,65,100,3.2
441,Cileungsi,ID,2021-07-29 06:33:20,-6.3947,106.9592,92.61,40,40,5.75
442,Lichuan,CN,2021-07-29 06:33:20,30.3,108.85,81.39,58,3,7.36
443,Atitalaquia,MX,2021-07-29 06:33:20,20.0667,-99.2167,55.81,95,82,2.59
444,Benguela,AO,2021-07-29 06:33:21,-12.5763,13.4055,71.6,70,0,4.05
445,Palu,ID,2021-07-29 06:33:21,-0.8917,119.8707,85.64,77,59,4.18
446,Cauas,RO,2021-07-29 06:33:22,47.5667,22.55,75.25,52,100,14.41
447,Salalah,OM,2021-07-29 06:30:39,17.0151,54.0924,78.89,89,90,11.5
448,Halvad,IN,2021-07-29 06:33:22,23.0167,71.1833,85.89,68,100,24.52
449,Krasnogorskiy,RU,2021-07-29 06:33:23,54.6025,61.231,68.36,40,20,11.59
450,Lorengau,PG,2021-07-29 06:33:23,-2.0226,147.2712,83.07,77,39,5.75
451,Mongu,ZM,2021-07-29 06:33:24,-15.2484,23.1274,61.84,39,52,7.94
452,Lompoc,US,2021-07-29 06:33:24,34.6391,-120.4579,62.28,88,90,3.44
453,Oxford,GB,2021-07-29 06:30:07,51.7522,-1.256,57.87,88,0,1.99
454,Peddapuram,IN,2021-07-29 06:33:25,17.0833,82.1333,87.89,60,100,15.08
455,Charleston,US,2021-07-29 06:28:28,32.7766,-79.9309,78.22,97,1,1.01
456,Felanitx,ES,2021-07-29 06:33:25,39.4696,3.1483,77.13,65,0,8.23
457,Hobyo,SO,2021-07-29 06:33:26,5.3505,48.5268,82.72,63,80,23.98
458,Coahuayana,MX,2021-07-29 06:33:26,18.7333,-103.6833,78.08,87,94,1.86
459,Mpanda,TZ,2021-07-29 06:33:27,-6.3655,31.0409,73.71,31,1,5.3
460,Nizwa,OM,2021-07-29 06:33:27,22.9333,57.5333,98.65,30,28,10.13
461,Mae Ramat,TH,2021-07-29 06:33:27,16.984,98.5166,82.72,68,68,7.07
462,Anyama,CI,2021-07-29 06:33:28,5.4946,-4.0518,74.21,83,100,3.69
463,Juybar,IR,2021-07-29 06:33:28,36.6412,52.9124,75.36,81,92,9.15
464,Vaitape,PF,2021-07-29 06:33:28,-16.5167,-151.75,78.51,71,18,7.27
465,Itarema,BR,2021-07-29 06:33:29,-2.9248,-39.9167,76.71,90,15,9.75
466,Huai Thalaeng,TH,2021-07-29 06:33:30,14.997,102.6475,89.96,62,100,15.3
467,Guangyuan,CN,2021-07-29 06:33:30,32.442,105.823,93.99,42,0,3.29
468,Morondava,MG,2021-07-29 06:33:31,-20.2833,44.2833,77.56,43,0,7.11
469,Corinto,GR,2021-07-29 06:33:31,37.9407,22.9573,92.5,27,0,5.23
470,Kodiak,US,2021-07-29 06:33:31,57.79,-152.4072,56.71,67,90,6.91
471,Caravelas,BR,2021-07-29 06:33:32,-17.7125,-39.2481,69.62,95,4,7.63
472,Wewak,PG,2021-07-29 06:33:32,-3.5534,143.6268,83.07,75,35,5.32
473,Mareeba,AU,2021-07-29 06:33:33,-17.0,145.4333,85.32,50,6,7.23
474,Goderich,CA,2021-07-29 06:32:05,43.7501,-81.7165,68.32,73,100,5.75
475,Kaeo,NZ,2021-07-29 06:33:33,-35.1,173.7833,57.33,92,100,4.23
476,Myrtle Beach,US,2021-07-29 06:30:11,33.6891,-78.8867,74.01,89,1,0.0
477,Melton,AU,2021-07-29 06:33:34,-37.6833,144.5833,56.97,66,80,9.86
478,Gravdal,NO,2021-07-29 06:33:34,68.1214,13.5031,55.08,87,20,23.02
479,La Virtud,HN,2021-07-29 06:33:35,14.05,-88.7,72.91,97,100,1.57
480,Diffa,NE,2021-07-29 06:33:35,13.3154,12.6113,77.49,75,82,7.54
481,Uyovu,TZ,2021-07-29 06:33:36,-3.2833,31.5258,74.7,31,13,7.58
482,Valenzuela,ES,2021-07-29 06:33:36,37.7756,-4.2204,76.33,52,0,1.25
483,Liverpool,GB,2021-07-29 06:33:36,53.4106,-2.9779,59.68,77,40,3.0
484,Oussouye,SN,2021-07-29 06:33:37,12.485,-16.5469,80.69,83,100,3.09
485,Ofunato,JP,2021-07-29 06:33:37,39.0717,141.7167,88.75,91,95,5.1
486,Portland,US,2021-07-29 06:33:27,45.5234,-122.6762,79.38,59,40,1.01
487,Axim,GH,2021-07-29 06:33:38,4.8699,-2.2405,77.34,79,100,6.11
488,Nantucket,US,2021-07-29 06:33:38,41.2835,-70.0995,67.08,94,1,0.0
489,Ville-Marie,CA,2021-07-29 06:33:39,47.3335,-79.433,62.6,93,100,7.63
490,Barabai,ID,2021-07-29 06:33:39,-2.5833,115.3833,95.11,40,63,1.77
491,Mugumu,TZ,2021-07-29 06:33:39,-1.85,34.7,70.0,44,95,4.03
492,Leeds,GB,2021-07-29 06:29:43,53.7964,-1.5477,58.51,75,40,1.99
493,Daura,NG,2021-07-29 06:33:40,11.5538,11.4085,72.07,84,100,9.28
494,Upata,VE,2021-07-29 06:33:40,8.0086,-62.3989,70.2,99,100,5.39
495,Panzhihua,CN,2021-07-29 06:33:41,26.5851,101.7128,88.29,50,30,3.76
496,Montepuez,MZ,2021-07-29 06:33:41,-13.1256,38.9997,71.8,52,2,10.02
497,Baksheyevo,RU,2021-07-29 06:33:42,55.7086,39.8767,64.31,97,100,4.68
498,Coos Bay,US,2021-07-29 06:33:42,43.3665,-124.2179,57.99,99,75,5.75
499,Lakes Entrance,AU,2021-07-29 06:33:43,-37.8811,147.981,59.18,57,3,11.72
500,Belle Fourche,US,2021-07-29 06:33:43,44.6714,-103.8522,76.48,47,100,7.47
501,Imeni Vorovskogo,RU,2021-07-29 06:33:44,55.7233,38.3414,68.43,78,82,8.68
502,Severnyy,RU,2021-07-29 06:33:44,50.677,36.5532,78.84,69,0,6.71
503,Ise,JP,2021-07-29 06:33:44,34.4833,136.7,87.6,67,14,10.25
504,Chifeng,CN,2021-07-29 06:33:45,42.2683,118.9636,77.47,56,100,8.75
505,Luanda,AO,2021-07-29 06:31:36,-8.8368,13.2343,68.0,94,75,4.61
506,Planaltina,BR,2021-07-29 06:33:45,-15.4528,-47.6142,55.69,60,0,9.17
507,Lagoa,PT,2021-07-29 06:33:46,39.05,-27.9833,69.15,87,100,7.67
508,Forfar,GB,2021-07-29 06:33:46,56.6431,-2.8903,57.36,93,100,4.94
509,Comodoro Rivadavia,AR,2021-07-29 06:33:47,-45.8667,-67.5,44.46,65,0,4.61
510,Sitka,US,2021-07-29 06:33:47,57.0531,-135.33,60.69,72,40,0.0
511,Finschhafen,PG,2021-07-29 06:33:47,-6.6024,147.8681,79.77,84,100,2.82
512,Catamarca,AR,2021-07-29 06:33:48,-28.4696,-65.7852,41.77,56,0,6.87
513,Elliot Lake,CA,2021-07-29 06:33:48,46.3834,-82.6331,66.29,93,100,4.68
514,Lambarene,GA,2021-07-29 06:33:49,-0.7001,10.2406,75.04,75,9,3.38
515,Kavaratti,IN,2021-07-29 06:33:49,10.5669,72.642,82.45,78,100,16.69
516,Chunoyar,RU,2021-07-29 06:33:50,57.4467,97.3217,64.58,72,100,8.88
517,Basqal,AZ,2021-07-29 06:33:50,40.7552,48.391,63.37,62,98,2.46
518,Kudahuvadhoo,MV,2021-07-29 06:33:51,2.6708,72.8944,81.97,74,100,6.64
519,Rundu,NA,2021-07-29 06:33:51,-17.9333,19.7667,58.62,31,0,7.09
520,Bougouni,ML,2021-07-29 06:33:51,11.417,-7.479,71.91,95,100,5.66
521,Srednekolymsk,RU,2021-07-29 06:33:52,67.45,153.6833,40.05,95,100,9.69
522,Skjervoy,NO,2021-07-29 06:33:52,70.0311,20.9714,50.18,78,90,5.3
523,Bima,ID,2021-07-29 06:33:53,-8.4667,118.7167,89.06,51,69,7.65
524,Broome,US,2021-07-29 06:33:53,42.2506,-75.833,59.56,96,98,2.33
525,Santa Maria,BR,2021-07-29 06:32:10,-29.6842,-53.8069,33.04,90,5,5.75
526,Yulara,AU,2021-07-29 06:33:54,-25.2406,130.9889,80.44,24,0,11.5
527,Barcelos,PT,2021-07-29 06:33:54,41.5388,-8.6151,67.91,66,0,3.22
528,Bourail,NC,2021-07-29 06:33:54,-21.5667,165.4833,69.85,66,94,3.06
529,Luena,AO,2021-07-29 06:33:55,-11.7833,19.9167,61.68,33,8,6.22
530,Nguru,NG,2021-07-29 06:33:55,12.8791,10.4526,74.79,79,100,5.53
531,Aripuana,BR,2021-07-29 06:33:56,-9.1667,-60.6333,74.26,52,1,6.55
532,Turbat,PK,2021-07-29 06:33:56,26.0023,63.044,97.0,46,100,6.89
533,Navalcarnero,ES,2021-07-29 06:33:57,40.2891,-4.012,74.37,53,0,9.1
534,Umm Kaddadah,SD,2021-07-29 06:33:58,13.6017,26.6876,82.49,51,100,6.08
535,La Ronge,CA,2021-07-29 06:33:58,55.1001,-105.2842,62.85,72,20,2.3
536,Lillooet,CA,2021-07-29 06:33:59,50.6856,-121.942,66.92,46,36,3.89
537,Totma,RU,2021-07-29 06:33:59,59.9747,42.7642,68.32,75,100,5.79
538,Careiro Da Varzea,BR,2021-07-29 06:34:00,-3.2003,-59.8119,81.21,67,6,3.04
539,Noumea,NC,2021-07-29 06:34:00,-22.2763,166.4572,75.0,99,7,2.98
540,Jumla,NP,2021-07-29 06:34:01,29.2747,82.1838,73.09,73,100,5.39
541,Bereda,ES,2021-07-29 06:34:01,43.2686,-7.5406,57.92,100,32,3.69
542,Birin,NP,2021-07-29 06:34:02,26.8865,88.0718,72.73,83,94,5.23
543,Madang,PG,2021-07-29 06:34:02,-5.2246,145.7966,82.33,79,21,8.5
544,Ust-Tsilma,RU,2021-07-29 06:34:03,65.441,52.1498,49.62,88,100,0.85
545,Gat,IL,2021-07-29 06:34:00,31.61,34.7642,84.88,50,0,9.24
546,Boshnyakovo,RU,2021-07-29 06:34:04,49.6333,142.1667,72.81,77,100,7.27
547,Vestmannaeyjar,IS,2021-07-29 06:34:04,63.4427,-20.2734,53.78,84,31,3.94
548,Villazon,BO,2021-07-29 06:34:05,-22.0866,-65.5942,29.61,49,75,1.59
549,Barmer,IN,2021-07-29 06:34:06,25.75,71.3833,89.04,57,100,17.36
550,Urumqi,CN,2021-07-29 06:30:40,43.801,87.6005,86.95,20,0,4.47
551,Maniitsoq,GL,2021-07-29 06:34:06,65.4167,-52.9,46.4,70,100,8.48
552,Abha,SA,2021-07-29 06:34:07,18.2164,42.5053,70.05,73,0,4.61
553,Jiayuguan,CN,2021-07-29 06:34:07,39.8167,98.3,92.98,11,0,15.03
554,Pangnirtung,CA,2021-07-29 06:34:07,66.1451,-65.7125,51.85,60,92,3.6
555,Lulea,SE,2021-07-29 06:34:08,65.5842,22.1547,71.67,64,0,3.44
556,Miri,MY,2021-07-29 06:34:09,4.4148,114.0089,89.74,66,40,5.75
557,Puerto Padre,CU,2021-07-29 06:34:09,21.195,-76.6028,79.81,86,1,8.55
558,Muskegon,US,2021-07-29 06:34:10,43.3,-86.1334,77.83,91,75,4.61
559,Santa Isabel,BR,2021-07-29 06:34:10,-23.3156,-46.2214,46.65,83,25,4.94
560,Vallenar,CL,2021-07-29 06:34:10,-28.5708,-70.7581,53.28,53,0,0.89
561,Havre-Saint-Pierre,CA,2021-07-29 06:34:11,50.2334,-63.5986,55.76,88,90,8.05
562,Nago,JP,2021-07-29 06:34:11,26.5881,127.9761,90.03,77,34,5.35
563,Codrington,AU,2021-07-29 06:34:12,-38.2667,141.9667,52.92,81,4,12.12
564,Lamar,US,2021-07-29 06:34:12,33.6668,-95.5836,80.51,87,1,0.0
565,Chicama,PE,2021-07-29 06:34:13,-7.8447,-79.1469,64.04,89,67,4.92
566,Chongwe,ZM,2021-07-29 06:34:13,-15.3292,28.682,62.01,52,57,6.53
567,Cardenas,CU,2021-07-29 06:34:14,23.0375,-81.2047,77.76,83,16,7.25
568,Sibu,MY,2021-07-29 06:34:14,2.3,111.8167,93.51,52,40,4.61
569,Vinnytsya,UA,2021-07-29 06:34:15,49.2328,28.481,72.25,73,0,7.0
